行政區,路名,段、號及其他註明,經度,緯度,備註
中山區,林森北路,40號,121.5236111,25.04805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,林森北路,37巷口,121.525,25.04805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,新生北路,一段南京東路口,121.5269444,25.05277778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,新生北路,一段松江路口,121.5319444,25.04611111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,林森北路,380號,121.5222222,25.05694444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,林森北路,373號前,121.5255556,25.05805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,二段79號前,121.5222222,25.0575,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,二段111號前,121.5225,25.06083333,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,二段52號前,121.5222222,25.05694444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,一段114之1號前,121.5213889,25.05111111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,一段108號前,121.5211111,25.05055556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,一段58號,121.5205556,25.04833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,一段41號前,121.5233333,25.04805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,一段57之3號,121.5211111,25.05055556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,550號前,121.5327778,25.06944444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,530號前,121.5319444,25.06944444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,426號前,121.5338889,25.06388889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,384號前,121.5338889,25.06361111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,372巷口,121.5338889,25.06305556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段與松江路交叉口(西北側),121.5341667,25.0625,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段107號前(西向公車道)1,121.5330556,25.06638889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段107號前(西向公車道)2,121.5330556,25.06638889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段73號前,121.5327778,25.0625,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段21號前,121.5322222,25.06277778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段21號前(西向公車道)1,121.5294444,25.06305556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段21號前(西向公車道)2,121.5294444,25.06305556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段17號,121.5294444,25.06305556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段1號前,121.5294444,25.06277778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段46號前(東向公車道)1,121.5297222,25.06222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段46號前(東向公車道)2,121.5297222,25.06222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,366號前,121.5333333,25.06194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,350號前,121.5333333,25.06194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,錦洲街(公車道北往南)1,121.5333333,25.05972222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,錦洲街(公車道北往南)2,121.5333333,25.05972222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,民權東路二段(公車道南往北)1,121.5319444,25.06388889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,民權東路二段(公車道南往北)2,121.5319444,25.06388889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段建國北路口(東向西公車道)1,121.5372222,25.06138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段建國北路口(東向西公車道)2,121.5372222,25.06138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段216號前,121.5366667,25.06055556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段188號前,121.5366667,25.05972222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,二段163號前,121.5366667,25.05777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,二段149號東側,121.5352778,25.05805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,二段149號西側,121.5352778,25.05805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,二段143號,121.5344444,25.05777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,二段141號,121.5333333,25.05777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,220號前(中國信託),121.5327778,25.05805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段4號,121.5383333,25.06222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段6號,121.5388889,25.0625,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段與龍江路口(西向東公車道),121.5402778,25.06222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段與龍江路交叉口(西往東),121.5402778,25.06222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段與龍江路交叉口(南側),121.5411111,25.06222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段62號,121.5425,25.06222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段與復興北路口(西向東公車道一),121.5438889,25.06222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段與復興北路口(西向東公車道二),121.5438889,25.06222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,復興北路,400號,121.5441667,25.06194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,復興北路,386號(一),121.5438889,25.06138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,復興北路,386號(二),121.5438889,25.06111111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,復興北路,350號前,121.5441667,25.06027778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,三段69號,121.5433333,25.05777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,三段65巷口,121.5419444,25.05777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,三段與龍江路,121.5413889,25.05777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,三段15號,121.5402778,25.05777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段131號,121.5369444,25.06,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段135號,121.5369444,25.06027778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段151號,121.5372222,25.06194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,復興北路,436號,121.5441667,25.06361111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段71號,121.5438889,25.0625,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段37號,121.5425,25.0625,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段與龍江路口(東向西公車道)(一),121.5411111,25.0625,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段與龍江路口(東向西公車道)(二),121.5411111,25.0625,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段與龍江路口(東向西公車道)(三),121.5411111,25.0625,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段(榮星公園一),121.5408333,25.0625,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段(榮星公園二),121.5402778,25.0625,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段(榮星公園三),121.5397222,25.0625,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段(榮星公園四),121.5383333,25.06222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段與建國北路口(東向西公車道)(一),121.5375,25.06222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段與建國北路口(東向西公車道)(二),121.5375,25.06222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,三段與建國北路口(東向西公車道)(三),121.5375,25.06222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,三段口東側,121.5372222,25.06277778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,三段(西側),121.5366667,25.06305556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段145號(一) ,121.5363889,25.0625,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段145號(二) ,121.5355556,25.0625,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段145號(三),121.5352778,25.0625,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段與松江路口(東向西公車道)(一),121.5336111,25.0625,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權東路,二段與松江路口(東向西公車道)(三),121.5336111,25.0625,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,357巷口,121.5333333,25.06333333,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,363號,121.5333333,25.06361111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,與農安街口,121.5333333,25.06416667,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,379號,121.5333333,25.06527778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,485號,121.5333333,25.06722222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,一段2號(建國橋下迴轉道出口),121.5363889,25.04666667,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,25巷口,121.5330556,25.04722222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,39號,121.5333333,25.04777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,51號,121.5333333,25.04805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,51號(對面公車專用道上),121.5333333,25.04777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,65號,121.5322222,25.04972222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,67之2號,121.5325,25.05,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,77巷口,121.5325,25.05,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,87號,121.5333333,25.05027778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,97巷口(對面公車專用道),121.5333333,25.05194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,108巷口,121.5327778,25.05138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,100巷口,121.5330556,25.05111111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,84巷(松江詩園前),121.5333333,25.05027778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,76號,121.5333333,25.05027778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,68號,121.5336111,25.05027778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,54號前,121.5333333,25.04861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,54號(對面公車專用道上),121.5327778,25.04861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,50號,121.5330556,25.04833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,32號,121.5333333,25.04722222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,24號,121.5327778,25.04694444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,8之1號,121.5330556,25.04666667,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,一江街,13號,121.5316667,25.05111111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,吉林路,14巷(吉林公園),121.5288889,25.05055556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,復興北路,40號,121.5441667,25.04944444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,復興南路,一段2號,121.5438889,25.04694444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,市民大道,三段209號,121.5433333,25.045,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,一段(中山女中公車站牌右側),121.5369444,25.04888889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,一段156號,121.5366667,25.05166667,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,一段146號,121.5363889,25.05111111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,一段136號,121.5366667,25.05083333,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,一段90號,121.5366667,25.05027778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,一段52號,121.5369444,25.04805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,八德路,二段260號,121.5408333,25.04638889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長安東路,二段189之4號,121.5430556,25.04833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長安東路,二段146號(中山女高人行道上)對面,121.5380556,25.04861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長安東路,二段148號(中山女高人行道上)對面,121.5377778,25.04861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長安東路,二段建國橋下,121.5366667,25.04888889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長安東路,二段131之3號,121.5361111,25.04833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長安東路,二段與伊通街東北角,121.5347222,25.04861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長安東路,二段與伊通街西北角,121.5344444,25.04861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長安東路,二段118號,121.5361111,25.04833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長安東路,二段148號,121.5377778,25.04833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長安東路,二段174號,121.54,25.04861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,吉林路路口（對面公車專用道上）,121.5302778,25.05222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,松江路路口 (對面公車專用道上),121.5305556,25.05194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,二段178號,121.5352778,25.05194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,建國北路口 (對面公車專用道上),121.5366667,25.05222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,龍江路口 (對面公車專用道上),121.5402778,25.05166667,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,復興北路口 (對面公車專用道上),121.5438889,25.05194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,二段28號,121.5288889,25.05194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,二段78號,121.5305556,25.05194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,三段34號,121.5375,25.05083333,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,三段130號,121.5408333,25.05194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,遼寧街口,121.5416667,25.05138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,三段224號,121.5436111,25.05138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,二段164巷口,121.5333333,25.05861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,二段164巷(松江路口),121.5169444,25.05861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,二段170號,121.535,25.05694444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,二段172號,121.535,25.0575,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,二段與建國北路口,121.535,25.05805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,129號(四平街口),121.5327778,25.05388889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,133巷口,121.5333333,25.05472222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,147號,121.5330556,25.05527778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,183號,121.5333333,25.05527778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,199號,121.5336111,25.05666667,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,209號,121.5322222,25.05638889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,206號對面公車專用道,121.5330556,25.0575,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,206號對面公車專用道,121.5330556,25.0575,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,206號,121.5336111,25.05722222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,190號,121.5338889,25.05611111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,182號,121.5166667,25.05583333,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,168號,121.5333333,25.05583333,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,158號,121.5330556,25.055,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,156號,121.5330556,25.05472222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,156之1號(長春路公車專用道),121.5330556,25.05444444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,長春路口公車專用道,121.5341667,25.05388889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,長春路口公車專用道,121.535,25.05388889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段1號,121.5363889,25.05138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段33號,121.5369444,25.05361111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段69號,121.535,25.05388889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段72號,121.5363889,25.05722222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段88號,121.5366667,25.05638889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長春路,123號(吉林路口),121.5302778,25.055,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,一江街,長春路口,121.5316667,25.055,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長春路,165號,121.5347222,25.05472222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長春路,165之1號,121.5352778,25.05444444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長春路,188號對面,121.5347222,25.05472222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,158號(台企銀行長春路口),121.5336111,25.05444444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,長春路口(六福客棧),121.5333333,25.05472222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,萬泰銀行長春路口,121.5341667,25.05472222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段與長春路口(建國橋下，西向東橋下),121.5366667,25.05555556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段與民生東路(建國橋下，西向東橋下),121.5363889,25.05694444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長春路,346號,121.5402778,25.05416667,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,建國北路,二段11巷口,121.5372222,25.05361111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生東路,三段8號,121.5377778,25.05722222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,124巷對面(公車專用道),121.5333333,25.0525,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,松江路,124巷對面(公車專用道),121.5330556,25.0525,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,長春路,復興北路口,121.5441667,25.05388889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,二段63號(公車專用)對面,121.5305556,25.05194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,二段111號(公車專用)對面,121.5333333,25.05194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,三段1號(公車專用)對面,121.5208333,25.05138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,三段131號(公車專用)對面,121.5416667,25.05222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,2段15號,121.5288889,25.05166667,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,2段65號,121.5319444,25.05194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,2段87號,121.5322222,25.05194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,2段113號,121.5338889,25.05194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,3段29號,121.5388889,25.05138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,3段103號,121.5391667,25.05194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,南京東路,3段223巷口,121.5444444,25.05111111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民族東路,1號側(海霸王),121.5236111,25.06833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民族西路,(足球場側)東往西中山足球場公車站牌,121.5205556,25.06861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,玉門街,(足球場側)南往北1號圓山捷運站牌,121.52,25.06944444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,玉門街,(足球場側)南往北1號圓山捷運站牌,121.52,25.06972222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權西路,民權西路55號前,121.52,25.06277778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,三段(圓山公園側)62號側,121.5238889,25.07222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,三段(圓山公園側)62號側,121.5238889,25.07222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,三段圓山公園大門口,121.5233333,25.07111111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,中山北路,三段與民族西路交叉口海霸王對面,121.5227778,25.06888889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民權西路,(公車專用道)西往東1號對面,121.5216667,25.06277778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中山區,民生西路,與中山北路二段交叉口馬階醫院側,121.5225,25.05777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
