行政區,路名,段、號及其他註明,經度,緯度,備註
萬華區,武昌街,114-4號,121.504838,25.045244,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,114號,121.505129,25.045101,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,118-3號,121.504383,25.045285,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,118-5號,121.504389,25.045291,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,118號,121.504818,25.045248,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,124-1號,121.506876,25.045572,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,124-2號(1),121.503654,25.045579,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,124-2號(2),121.503502,25.045548,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,14號,121.508173,25.044446,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,15號,121.508126,25.044415,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,24號,121.507885,25.044528,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,25-1號,121.507846,25.044423,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,32號,121.507717,25.044546,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,37號,121.507637,25.04458,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,38號,121.507563,25.044514,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,3號,121.508383,25.045308,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,48-1號,121.507139,25.044582,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,4號,121.0508453,25.044324,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,51號,121.507461,25.044512,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,52號,121.506989,25.044674,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,57號,121.507189,25.044544,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,63號,121.506965,25.044668,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,71號,121.506965,25.044678,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,71號對面,121.506689,25.044632,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,72號,121.506321,25.044902,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,77號(1),121.506265,25.044862,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,77號(2),121.505923,25.044951,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,78號,121.505935,25.045035,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,86號,121.506118,25.044975,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,96號,121.50559,25.045096,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,長沙街,2段136-10號旁,121.502725,25.040436,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,長沙街,2段136-14號前,121.5028,25.040462,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,長沙街,2段169號對面,121.502172,25.040252,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,長泰街,130號右側,121.4975,25.0225,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,長泰街,201號左邊變電箱旁,121.496111,25.021667,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,長泰街,201號對面,121.495833,25.021667,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,長順街,11號對面電箱旁,121.4924025,25.03035761,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,長順街,131號前,121.4899954,25.0337155,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,長順街,131號前,121.4899954,25.0337155,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,長順街,58號,121.4895097,25.0323274,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,青年路,138號對面,121.503665,25.020491,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,青年路,138號對面,121.503426,25.020643,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,青年路,184號對面(停車格40號),121.502116,25.021992,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,青年路,186號前,121.503549,25.020293,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,青年路,186號對面,121.502852,25.023891,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,青年路,190號前(停車格23號),121.503738,25.020499,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,青年路,34號對面公車站牌,121.563059,25.023523,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,青年路,68巷口韓僑學校旁,121.502541,25.021966,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,青年路,6號對面公車站牌,121.505612,25.024864,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,青年路,90號對面,121.502599,25.021781,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,南寧路48巷9號,南寧路48巷9號,121.589722,25.054444,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,南寧路,南寧路陸橋（廣州街63號上）,121.577222,25.087500,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,南寧路,南寧路陸橋（廣州街63號上）,121.577223,25.087501,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,南寧路,南寧路陸橋（靠廣州街）,121.576944,25.088056,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,南寧路,南寧路陸橋（靠廣州街）,121.576945,25.088057,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,南寧路,南寧路陸橋（龍山國中）,121.574167,25.083889,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,南寧路,南寧路陸橋（龍山國中）,121.574168,25.083890,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,峨眉街,12號,121.507529,25.043405,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,峨眉街,15號,121.507547,25.043374,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,峨眉街,1號,121.508097,25.043272,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,峨眉街,21號,121.507374,25.0423397,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,峨眉街,28-1號,121.506706,25.043474,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,峨眉街,2號,121.508141,25.043258,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,峨眉街,34號,121.506731,25.043529,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,峨眉街,42號,121.506522,25.043557,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,峨眉街,47號,121.506777,25.043486,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,峨眉街,51號,121.507297,25.043967,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,峨眉街,55號,121.506491,25.043542,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,峨眉街,58號,121.504902,25.04401,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,峨眉街,7號,121.507712,25.043352,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,峨眉街,81號前,121.505172,25.043967,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,桂林路,116號旁,121.754722,25.117222,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,桂林路,140號旁,121.735556,25.118333,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,桂林路,160號旁,121.721111,25.120278,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,桂林路,164號前電線杆旁,121.820833,25.120000,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,桂林路,56號旁,121.567778,25.109444,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,桂林路,57巷旁,121.503052,25.038253,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,桂林路,65巷旁老松公園邊,121.502733,25.038435,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,國興路,24號對面公車站牌,121.506442,25.026169,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,國興路,46號對面公車站牌,121.506204,25.026147,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,康定路,123號前,121.501894,25.039021,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,康定路,149號前,121.501966,25.03867,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,康定路,210號,121.501995,25.038705,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,康定路,22號對面,121.503237,25.044913,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,康定路,254號對面老松國小人行道,121.527778,25.101944,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,康定路,317巷口,121.519444,25.034444,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,康定路,56巷對面西門國小邊,121.502346,25.042575,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,康定路,81號對面公園前,121.50198,25.04029,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,莒光路,210號,121.5007057,25.0307108,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,莒光路,310號前,121.4980639,25.0310821,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,莒光路,312號,121.4977877,25.0310766,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,莒光路,315號,121.4978885,25.0311326,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,貴陽街,2段112號,121.502783,25.039923,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,貴陽街,2段132號,121.502146,25.039872,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,萬大路,32號,121.5007148,25.03123,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,萬大路,346號,121.499722,25.023333,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,萬大路,346號左側,121.499444,25.022778,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,萬大路,382號,121.499167,25.0225,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,萬大路,386號旁,121.498889,25.022222,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,萬大路,388號前,121.498611,25.021667,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,萬大路,423巷112號前,121.50416,25.020546,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,萬大路,440號,121.498056,25.020556,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,萬大路,524號,121.496667,25.018889,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢口街,7號對面,121.508482,25.045354,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,105號,121.507311,25.043179,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,107號,121.507276,25.043074,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,108號,121.50732,25.043211,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,109-1號,121.507284,25.042991,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,116號,121.507477,25.042822,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,117號,121.507374,25.042759,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,121-1號,121.507502,25.042897,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,173號,121.507918,25.041481,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,25號,121.507718,25.04509,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,30號,121.507696,25.045163,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,34-1號,121.507476,25.04502,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,34號,121.507653,25.045123,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,35號,121.507528,25.045025,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,39號,121.507433,25.044971,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,42號,121.50739,25.044317,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,48號,121.507548,25.044317,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,49號,121.50739,25.044224,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,51號,121.507434,25.044173,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,53號,121.507314,25.044047,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,59號,121.507248,25.043908,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,63號,121.50722,25.043805,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,65號,121.057243,25.043728,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,漢中街,69號,121.507262,25.043584,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,艋舺大道,389號大理國小車站旁,121.4939994,25.03101939,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,艋舺大道,時報大樓門口右前,121.495843,25.0321176,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,艋舺大道,康定路口交叉處,121.511111,25.293889,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,艋舺大道,與西園路2段交叉路口,121.4978424,25.032453,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,德昌街,257號對面,121.492222,25.023056,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,興義街,2號,121.4923916,25.0273776,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,環河南路,1段280-1號對面,121.49984,25.041505,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,環河南路,2段196號前,121.4932898,25.0339949,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,環河南路,2段241號右側消防栓,121.4908651,25.0309024,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,環河南路,2段278號,121.4919489,25.0321459,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,環河南路,2段41號左邊,121.711111,25.115278,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,環河南路,2段75號前,121.698333,25.101111,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,環河南路,2段77號前,121.697222,25.099444,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,環河南路,2段93號左前,121.677500,25.075278,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,環河南路,2段93號左邊,121.681944,25.082778,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,環河南路,2段93號前,121.680278,25.081389,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,環河南路,3段103號,121.4907259,25.0253675,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,環河南路,3段121號,121.491111,25.023889,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,環河南路,3段1號斜對面橋下,121.4905649,25.026238,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,環河南路,3段283號前,121.493611,25.018889,嚴禁投入家用垃圾，違者重罰新台幣6000元
