行政區,路名,段、號及其他註明,經度,緯度,備註
信義區,光復南路,國父紀念館第一停車場旁-1 ,121.5576361,25.03930278,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,光復南路,國父紀念館第一停車場旁-2,121.5576139,25.03929167,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,光復南路,國館旁國館公車站前-1,121.5575889,25.03918333,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,光復南路,國館旁國館公車站前-2,121.5575889,25.03921667,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,光復南路,國館仁愛路口,121.5572111,25.03792222,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,光復南路,473號,121.5573278,25.03399444,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,忠孝東路,逸仙路口  ,121.5612306,25.04090556,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,逸仙路,42巷口對面,121.5613417,25.03977778,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,逸仙路,32巷口對面,121.5613167,25.03978611,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,逸仙路,松高路口,121.5616583,25.03933889,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,逸仙路,近仁愛路口,121.56105,25.03801389,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,基隆路1段 ,松山高中右1,121.5651389,25.04223333,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,基隆路1段 ,松山高中右2,121.566375,25.04432222,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,基隆路,2段22號 ,121.5587889,25.03198333,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,基隆路,2段嘉興街口應靈廟旁 ,121.5581333,25.03086111,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,基隆路,1段133號旁,121.56585,25.04344167,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,基隆路,1段155號前,121.5649,25.04198889,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,基隆路,1段國際會議中心信義路口,121.5597639,25.03317222,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,市府路,世貿1館5號貼牌前 ,121.5634944,25.03328333,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,市府路,世貿3館前,121.5637694,25.03558333,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松智路,市府東門youbik,121.5651556,25.03887222,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松智路 ,市府大樓近松壽路口,121.5651778,25.03651111,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松智路,世貿三館近松壽路口,121.5646278,25.03579444,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松智路,世貿三館停車場旁,121.5645056,25.03570278,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松智路,松壽廣場前,121.565525,25.03780833,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松智路,新舞台,121.5651889,25.03682222,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松智路,世貿2館公車站旁,121.5653556,25.03386944,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松智路,信義廣場與松廉路口,121.5653722,25.033275,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松智路,信義廣場與信義路口,121.5653167,25.03323056,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松仁路,A13平面停車場旁-1,121.5682167,25.03742778,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松仁路,A13平面停車場旁-2 ,121.568525,25.03729444,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松仁路,南山工地-1,121.568725,25.03406389,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松仁路,南山工地-2,121.5687667,25.03335833,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松仁路,89號交易廣場澳盛銀行前-1 ,121.5682306,25.03778056,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松仁路,89號交易廣場澳盛銀行前-2,121.5681806,25.03753889,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松仁路,昇龍信義停車場旁-1,121.5688167,25.03317778,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松仁路,昇龍信義停車場旁-2,121.5686694,25.03315278,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,永吉路,165號,121.5708333,25.04555556,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松隆路,161號永吉國中前,121.5733333,25.0475,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松隆路,327號佛光山前,121.5783333,25.04805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松隆路,327號佛光山前,121.5786111,25.04805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,忠孝東路,5段711號,121.5802778,25.0425,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,忠孝東路,五段619號,121.5791667,25.04138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松山路,344號人行道,121.5777778,25.04138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,忠孝東路,5段425號,121.575,25.04055556,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,忠孝東路,5段299之1號前,121.5738889,25.04083333,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,忠孝東路,5段261號前,121.5708333,25.04083333,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,忠孝東路,五段257號旁,121.5702778,25.04111111,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,永吉路,120巷101號五分埔分隊,121.57,25.04138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,嘉興街,236號(警衛室),121.5561111,25.02555556,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,基隆路,二段131-1號,121.5566667,25.02805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,基隆路,2段121號,121.5566667,25.02833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,基隆路,二段117號,121.5566667,25.02833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,基隆路,二段77號,121.5575,25.03027778,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,基隆路,二段33號,121.5586111,25.03166667,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,基隆路,二段21號,121.5583333,25.03194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,基隆路,二段3號,121.5591667,25.0325,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,信義路,五段2號,121.5597222,25.03277778,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,信義路,五段2號,121.56,25.03277778,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,信義路,五段2號,121.5602778,25.03277778,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,基隆路,二段79巷27號對面,121.5594444,25.02916667,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,基隆路,二段145號,121.5552778,25.02694444,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,嘉興街,236號,121.5558333,25.02555556,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,信義路,5段100號,121.5661111,25.03277778,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松仁路,148號,121.5680556,25.03111111,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,莊敬路,309號,121.5633333,25.02805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松勤街,100號,121.5666667,25.03194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松德路,300號,121.5744444,25.03222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,莊敬路,168號對面,121.5611111,25.03138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松平路,87號,121.5669444,25.03083333,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松仁路,151巷口右側,121.5683333,25.03083333,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松平路,77號,121.5669444,25.03055556,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,信義路,5段108號,121.5675,25.0325,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松勤街,50號,121.5613889,25.03194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松山路,650巷15弄18-18號旁,121.5791667,25.03166667,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松山路,650巷15弄下方50公尺(公車站旁),121.58,25.03361111,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,松山路,435號,121.5775,25.04027778,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,忠孝東路,5段723號對面(公車站旁),121.5808333,25.0425,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,忠孝東路,5段723號對面(公車站旁),121.5808333,25.0425,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,大道路,42巷24號對面公園人行道,121.5808333,25.04166667,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,林口街,82號對面人行道,121.5791667,25.03944444,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,福德街,163號對面公車站牌,121.5833333,25.03805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
信義區,福德街,107號對面人行道,121.5822222,25.0375,嚴禁投入家用垃圾，違者重罰新台幣6000元
